Feature,Importance
ROI48_ROI182,0.00018682648675953767
ROI178_ROI180,0.00018612665057934775
ROI140_ROI189,0.00018566206642186135
ROI13_ROI182,0.0001851900966332544
ROI79_ROI120,0.0001850272590989288
ROI90_ROI108,0.0001849294420496762
ROI42_ROI103,0.00018482926355833457
ROI106_ROI116,0.00018461425515723073
ROI134_ROI159,0.0001843810251268117
ROI12_ROI81,0.0001839508562281911
ROI61_ROI123,0.00018386763991853062
ROI56_ROI121,0.00018376618100939912
ROI1_ROI147,0.00018326434547785627
ROI5_ROI144,0.00018322612660622592
ROI39_ROI197,0.0001831191558094689
ROI45_ROI59,0.00018303441728414842
ROI45_ROI153,0.0001828384334642856
ROI64_ROI91,0.00018207152999413212
ROI74_ROI86,0.00018202340138251437
ROI37_ROI67,0.0001819894522022615
ROI0_ROI42,0.0001819675080746306
ROI132_ROI165,0.00018194903249778922
ROI98_ROI102,0.00018178746479227198
ROI109_ROI141,0.00018133120434214424
ROI99_ROI167,0.00018133040013009502
ROI62_ROI166,0.0001811159552905483
ROI96_ROI180,0.00018107826306202406
ROI42_ROI71,0.0001807747482869283
ROI83_ROI93,0.00018066500138127128
ROI81_ROI86,0.00018060367633179902
ROI69_ROI76,0.0001805652756317731
ROI8_ROI184,0.00018052555063117334
ROI106_ROI147,0.0001804925526166962
ROI44_ROI93,0.00018048059097540347
ROI19_ROI160,0.00018039021809383794
ROI93_ROI134,0.00018031035202729491
ROI21_ROI192,0.0001800822675912215
ROI71_ROI94,0.00018004979513843724
ROI82_ROI123,0.00018004591958837557
ROI73_ROI132,0.00017996927798549203
ROI42_ROI166,0.00017984207830933367
ROI90_ROI167,0.00017965317427356826
ROI3_ROI193,0.0001796099718862028
ROI6_ROI80,0.00017955699223806248
ROI64_ROI86,0.00017939790278927875
ROI67_ROI116,0.00017913593104289314
ROI104_ROI191,0.00017898859953943097
ROI6_ROI57,0.00017862483548174821
ROI86_ROI96,0.0001785816036634113
ROI139_ROI192,0.00017855046868673
ROI75_ROI86,0.0001784115123658283
ROI186_ROI193,0.00017836213682003764
ROI115_ROI158,0.00017821775934953775
ROI121_ROI139,0.0001780022323109029
ROI27_ROI189,0.00017791077141412283
ROI9_ROI126,0.00017781838489402998
ROI61_ROI144,0.00017762382633328407
ROI122_ROI175,0.0001774104785368567
